"moniker","time","Angry","EmotionChronometry","Enthusiastic","Happy_e","Irritated","MWoccur","Nervous","Pleased","Relaxed","Sad","Stressed"
"23",2.4,3,60,2,4,2,1,6,1,1,5,6
"23",2.5,1,25,1,1,1,0,1,1,2,4,1
"23",3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",3.2,4,1,1,2,4,1,6,1,6,2,6
"23",3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",4.2,7,1,1,1,7,0,1,1,6,5,3
"23",4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",4.4,3,1,2,2,6,1,6,2,3,5,6
"23",4.5,6,1,2,1,6,1,6,1,1,6,7
"23",5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",5.4,6,210,2,2,6,1,5,1,1,6,7
"23",5.5,6,60,1,1,5,1,6,2,1,6,7
"23",6.1,2,60,5,5,2,0,2,5,4,3,3
"23",6.2,1,90,6,5,2,0,1,1,5,1,2
"23",6.3,2,60,6,6,2,0,3,5,5,2,2
"23",6.4,2,1,5,6,2,0,3,5,2,2,6
"23",6.5,5,60,2,2,6,1,5,2,2,6,6
"23",7.1,5,1,1,3,6,1,6,2,1,5,6
"23",7.2,2,1,2,2,3,1,6,2,2,5,6
"23",7.3,6,90,1,1,6,1,6,1,1,6,6
"23",7.4,1,40,1,1,2,1,2,2,1,5,3
"23",7.5,2,60,1,1,6,0,6,6,4,6,5
"23",8.1,2,60,4,1,4,1,7,1,1,5,7
"23",8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",8.5,1,90,6,6,3,0,7,6,6,1,6
"23",9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",9.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"23",9.4,3,240,6,5,2,0,2,5,5,5,2
"23",9.5,1,60,1,4,1,0,1,2,1,4,1
"23",10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",10.3,3,280,3,4,4,1,2,2,5,4,3
"23",10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",10.5,2,1,4,6,1,0,2,3,5,2,1
"23",11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",11.2,5,60,6,2,4,0,6,3,2,6,6
"23",11.3,4,1,6,4,4,0,4,4,4,4,4
"23",11.4,2,1,3,6,3,0,2,6,5,3,3
"23",11.5,3,90,1,2,2,1,6,1,1,5,5
"23",12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",13.3,2,260,3,4,2,0,2,6,5,5,2
"23",13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",13.5,3,1,4,2,2,0,3,5,5,3,3
"23",14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",14.2,2,1,2,2,2,1,3,2,2,5,5
"23",14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1.1,3,90,4,5,5,1,1,7,6,4,1
"24",1.2,1,20,3,4,3,1,1,2,5,1,1
"24",1.3,1,1,7,7,1,0,1,7,7,1,1
"24",1.4,4,20,7,4,4,0,1,6,6,1,1
"24",1.5,4,60,1,3,6,0,1,4,5,5,2
"24",2.1,1,1,7,7,4,0,1,7,7,1,1
"24",2.2,1,240,5,4,1,0,1,6,2,1,1
"24",2.3,1,55,5,7,3,1,2,6,5,1,1
"24",2.4,1,60,2,4,5,0,2,4,5,1,1
"24",2.5,1,1,5,5,3,0,1,4,5,2,1
"24",3.1,3,30,1,3,4,0,2,3,4,5,2
"24",3.2,2,50,1,4,1,1,1,4,3,2,1
"24",3.3,7,1,1,1,7,1,3,4,3,7,5
"24",3.4,7,1,3,3,1,0,1,2,6,7,1
"24",3.5,7,1,2,3,1,1,1,4,6,7,1
"24",4.1,2,60,2,3,5,1,3,3,3,5,1
"24",4.2,1,1,4,4,2,0,1,4,5,1,1
"24",4.3,1,60,4,5,1,1,1,4,4,1,1
"24",4.4,1,55,4,6,1,0,1,4,7,1,1
"24",4.5,1,30,4,4,1,0,1,4,7,1,1
"24",5.1,1,1,4,5,3,0,1,4,5,1,1
"24",5.2,1,30,4,4,1,0,1,4,4,1,1
"24",5.3,1,60,2,4,1,1,2,4,3,1,1
"24",5.4,1,60,4,4,3,0,1,4,4,1,1
"24",5.5,5,1,1,4,1,0,1,4,4,5,1
"24",6.1,1,1,2,2,1,1,1,2,4,2,1
"24",6.2,1,30,1,3,5,1,1,3,3,3,1
"24",6.3,1,50,3,3,1,0,1,4,3,1,1
"24",6.4,1,45,3,4,3,1,1,3,6,3,1
"24",6.5,1,60,3,3,1,1,1,3,3,1,1
"24",7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",7.2,1,1,3,2,3,0,1,3,4,5,1
"24",7.3,1,60,5,5,1,0,1,7,4,1,1
"24",7.4,3,80,1,3,3,1,1,3,3,5,1
"24",7.5,1,60,3,3,3,0,1,3,5,3,1
"24",8.1,1,1,1,3,3,0,1,3,3,3,1
"24",8.2,2,1,1,3,2,1,1,3,5,3,1
"24",8.3,2,30,1,3,4,1,1,4,3,3,1
"24",8.4,1,1,1,2,3,0,1,1,3,1,1
"24",8.5,3,1,1,3,3,0,4,3,4,5,3
"24",9.1,1,1,3,3,2,0,1,4,4,3,1
"24",9.2,2,60,1,3,3,1,1,3,3,3,1
"24",9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",9.4,1,90,1,2,3,1,1,2,4,3,1
"24",9.5,1,90,6,6,1,1,1,5,5,1,1
"24",10.1,1,40,4,4,1,0,1,4,4,1,1
"24",10.2,1,45,3,3,1,0,1,3,3,1,1
"24",10.3,1,1,4,5,1,0,1,5,5,2,1
"24",10.4,1,80,3,3,4,0,1,3,3,1,1
"24",10.5,1,60,4,5,2,0,1,4,4,1,2
"24",11.1,1,1,3,4,1,1,1,4,3,1,1
"24",11.2,1,60,4,5,3,1,3,5,3,1,1
"24",11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",11.4,1,1,5,4,1,0,1,3,6,1,1
"24",11.5,1,1,3,4,1,0,1,4,5,1,1
"24",12.1,1,60,3,4,1,1,3,5,6,1,1
"24",12.2,1,1,4,4,1,0,1,4,4,1,1
"24",12.3,1,40,4,5,1,0,1,6,6,1,1
"24",12.4,1,1,4,4,1,1,1,5,4,1,1
"24",12.5,1,1,1,4,3,0,1,4,4,1,1
"24",13.1,1,60,3,4,2,0,2,3,3,1,1
"24",13.2,1,50,3,4,1,1,3,4,3,1,1
"24",13.3,1,50,3,3,1,0,1,3,3,1,1
"24",13.4,1,60,3,3,1,0,1,4,4,1,1
"24",13.5,1,60,3,4,2,0,3,4,4,1,1
"24",14.1,2,1,3,3,3,1,4,3,3,1,4
"24",14.2,1,60,4,4,3,0,3,4,3,1,3
"24",14.3,1,50,4,5,2,1,2,5,5,1,1
"24",14.4,1,60,3,4,1,0,1,4,4,1,2
"24",14.5,1,60,3,4,1,0,1,3,4,1,2
"26",1.1,1,1,4,2,3,0,4,2,4,3,4
"26",1.2,5,60,3,2,5,0,6,2,2,3,6
"26",1.3,1,1,2,3,2,0,5,4,3,3,4
"26",1.4,1,20,5,3,2,1,5,3,3,4,5
"26",1.5,3,40,2,2,3,1,2,2,5,6,4
"26",2.1,5,60,3,3,4,1,6,2,4,4,5
"26",2.2,1,30,5,4,2,1,2,5,4,2,3
"26",2.3,1,50,3,3,4,0,2,2,3,2,4
"26",2.4,3,30,4,4,2,0,3,4,4,2,3
"26",2.5,1,60,3,3,3,0,4,3,4,3,4
"26",3.1,1,1,2,2,2,0,2,2,3,2,2
"26",3.2,1,50,2,2,5,1,5,2,1,2,5
"26",3.3,2,30,4,4,2,0,2,4,2,2,3
"26",3.4,2,1,2,3,2,0,2,3,4,4,2
"26",3.5,1,60,3,2,2,0,5,3,2,2,6
"26",4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",4.2,3,90,5,3,2,0,4,2,3,4,4
"26",4.3,2,60,5,4,2,0,6,4,3,2,3
"26",4.4,1,40,5,3,2,1,5,2,2,2,6
"26",4.5,1,50,5,3,2,0,6,3,2,2,6
"26",5.1,2,50,2,2,3,1,6,2,1,5,7
"26",5.2,1,60,5,2,2,1,5,3,3,2,6
"26",5.3,5,7,2,3,3,1,5,2,2,3,5
"26",5.4,1,90,4,2,2,1,5,2,3,5,5
"26",5.5,2,30,2,2,3,1,6,2,1,4,7
"26",6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",6.2,1,40,4,3,2,1,6,5,2,3,6
"26",6.3,1,60,5,2,2,1,3,3,2,5,5
"26",6.4,5,90,5,2,6,0,4,2,2,2,4
"26",6.5,1,20,2,2,1,1,3,3,3,4,3
"26",7.1,1,1,2,1,3,1,4,1,1,5,4
"26",7.2,1,60,2,2,2,1,3,2,3,5,4
"26",7.3,1,20,2,2,1,1,3,2,3,6,3
"26",7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",7.5,2,30,2,2,3,1,4,2,2,5,5
"26",8.1,1,30,4,2,3,0,5,2,1,5,4
"26",8.2,1,50,2,2,2,0,5,2,2,2,5
"26",8.3,1,80,2,2,3,1,6,1,1,6,6
"26",8.4,1,60,2,3,1,0,2,3,5,7,3
"26",8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",9.1,1,50,1,1,4,1,5,1,3,7,5
"26",9.2,1,1,1,1,4,1,5,1,2,6,4
"26",9.3,1,7,3,1,2,1,3,2,2,6,3
"26",9.4,2,1,2,1,2,1,3,1,3,6,3
"26",9.5,4,1,1,1,5,0,4,1,1,6,5
"26",10.1,1,40,3,2,4,1,5,2,1,5,5
"26",10.2,1,60,4,2,2,1,3,2,2,4,5
"26",10.3,1,40,4,3,3,1,4,2,2,5,4
"26",10.4,1,60,5,3,2,0,5,4,2,4,3
"26",10.5,1,1,4,2,2,1,3,4,2,6,3
"26",11.1,3,7,1,1,5,1,4,1,2,6,4
"26",11.2,2,30,1,1,4,1,5,1,1,6,5
"26",11.3,1,30,1,1,3,1,3,1,1,6,4
"26",11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1.2,1,60,6,4,2,1,1,7,1,1,5
"27",1.3,1,30,4,1,3,1,6,1,1,3,6
"27",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1.5,1,60,7,1,5,0,1,4,1,1,7
"27",2.1,1,30,1,3,1,0,1,3,6,1,5
"27",2.2,1,30,1,1,1,0,1,1,6,1,2
"27",2.3,1,1,4,4,1,1,1,4,7,1,1
"27",2.4,1,60,1,1,1,0,1,1,7,1,1
"27",2.5,1,30,5,5,1,0,1,1,7,1,1
"27",3.1,1,60,2,1,4,0,1,1,4,1,1
"27",3.2,1,1,3,1,1,0,1,3,5,1,1
"27",3.3,1,1,1,1,1,0,3,1,6,1,3
"27",3.4,1,1,2,1,1,0,1,3,1,1,1
"27",3.5,1,1,1,3,1,0,1,1,6,1,1
"27",4.1,1,1,1,1,1,1,1,1,4,1,4
"27",4.2,1,30,3,1,1,1,1,4,5,1,1
"27",4.3,1,30,1,1,1,1,1,1,5,2,4
"27",4.4,1,1,1,1,1,0,1,1,4,1,5
"27",4.5,1,1,1,1,1,0,1,1,1,1,1
"27",5.1,5,30,4,3,1,1,4,3,5,1,3
"27",5.2,1,60,4,1,1,0,1,4,4,1,4
"27",5.3,1,1,1,1,1,1,1,1,5,5,4
"27",5.4,1,60,5,4,1,0,1,4,2,4,4
"27",5.5,1,60,4,5,1,0,1,5,4,1,1
"27",6.1,1,30,1,4,1,1,1,1,4,1,4
"27",6.2,1,30,1,1,3,0,3,1,4,1,5
"27",6.3,1,1,4,1,1,1,1,1,4,1,4
"27",6.4,1,20,1,1,4,0,1,4,1,1,5
"27",6.5,1,20,4,4,1,1,1,1,4,1,5
"27",7.1,1,1,4,4,1,0,1,6,7,1,1
"27",7.2,1,30,6,4,1,0,1,4,6,1,3
"27",7.3,1,1,4,1,1,1,3,1,4,1,4
"27",7.4,1,30,1,2,3,1,1,1,4,4,4
"27",7.5,5,60,1,1,7,1,1,1,4,1,6
"27",8.1,5,60,1,1,5,1,1,1,1,1,6
"27",8.2,4,30,1,1,7,0,1,1,1,1,7
"27",8.3,4,60,1,1,7,1,1,1,3,1,7
"27",8.4,1,1,4,4,1,1,1,4,4,1,4
"27",8.5,3,30,1,1,6,1,1,1,2,1,6
"27",9.1,1,1,1,1,1,0,1,1,5,1,4
"27",9.2,1,60,6,5,1,0,1,4,3,1,4
"27",9.3,4,1,4,1,5,1,1,1,1,1,6
"27",9.4,4,60,2,1,4,0,1,1,1,1,4
"27",9.5,1,30,6,4,1,0,1,4,7,1,4
"27",10.1,3,30,3,1,3,0,3,1,4,1,5
"27",10.2,1,30,1,4,1,0,1,4,4,1,1
"27",10.3,1,1,3,1,6,0,1,1,4,1,5
"27",10.4,1,1,3,1,1,0,1,1,4,1,2
"27",10.5,1,30,1,1,1,0,1,1,4,1,4
"27",11.1,3,30,1,1,5,0,1,1,3,1,5
"27",11.2,4,30,2,1,4,1,1,1,5,1,4
"27",11.3,3,30,1,1,6,1,1,1,4,1,6
"27",11.4,1,1,1,1,1,1,1,3,4,1,5
"27",11.5,1,60,1,3,1,0,1,1,4,1,1
"27",12.1,1,1,1,1,1,1,1,1,6,1,4
"27",12.2,1,30,1,1,1,0,1,1,4,1,4
"27",12.3,1,30,1,1,4,1,1,1,3,1,4
"27",12.4,1,30,1,1,1,1,1,1,5,1,4
"27",12.5,1,30,1,1,4,0,1,1,1,1,3
"27",13.1,1,60,4,2,1,0,1,1,1,1,4
"27",13.2,1,30,1,1,1,1,1,1,4,1,1
"27",13.3,1,1,3,1,1,1,1,1,1,1,5
"27",13.4,1,30,1,1,4,1,1,4,6,1,4
"27",13.5,1,40,1,1,5,1,1,1,3,1,6
"27",14.1,1,30,3,1,1,1,1,1,4,1,4
"27",14.2,1,30,3,1,4,0,1,1,1,1,4
"27",14.3,1,20,1,1,1,1,3,1,1,1,7
"27",14.4,1,20,1,1,1,1,1,1,6,1,3
"27",14.5,1,30,1,1,1,1,1,1,4,1,4
"28",1.1,1,5,4,4,1,0,3,5,3,2,4
"28",1.2,1,90,6,5,2,0,2,6,5,1,3
"28",1.3,4,3,3,3,6,1,2,2,2,2,5
"28",1.4,1,60,5,5,1,0,1,5,5,2,2
"28",1.5,4,1,1,2,5,1,5,1,2,7,7
"28",2.1,3,1,1,2,5,0,1,1,2,6,1
"28",2.2,1,1,1,1,6,0,1,1,7,6,1
"28",2.3,2,30,1,1,5,1,1,1,3,5,2
"28",2.4,1,1,4,5,2,0,1,4,5,2,2
"28",2.5,1,1,3,5,1,0,1,5,6,2,1
"28",3.1,1,1,4,5,1,1,3,6,5,1,2
"28",3.2,1,45,7,7,1,0,1,7,7,1,1
"28",3.3,1,20,4,4,1,1,2,5,5,2,2
"28",3.4,1,1,4,4,1,0,1,4,4,1,1
"28",3.5,1,1,6,5,1,0,1,6,5,1,1
"28",4.1,1,20,6,6,1,0,2,6,5,1,2
"28",4.2,1,30,3,4,2,1,1,4,2,3,3
"28",4.3,1,1,6,5,3,0,1,6,4,3,2
"28",4.4,2,60,2,2,4,1,5,2,2,6,6
"28",4.5,3,20,2,2,5,0,6,1,2,7,7
"28",5.1,1,60,5,2,1,0,3,2,3,7,4
"28",5.2,1,1,7,7,1,0,1,7,7,1,1
"28",5.3,1,1,5,5,1,0,2,6,5,2,2
"28",5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",5.5,1,5,4,4,1,0,1,4,4,2,2
"28",6.1,6,1,1,1,5,1,3,1,1,5,6
"28",6.2,5,30,2,2,6,1,2,2,4,6,5
"28",6.3,1,20,4,1,5,1,4,1,2,5,5
"28",6.4,1,5,1,3,1,0,1,1,5,6,2
"28",6.5,1,1,1,3,4,0,1,4,3,3,4
"28",7.1,5,1,2,2,6,1,1,1,3,4,5
"28",7.2,1,1,7,6,2,1,2,6,3,1,2
"28",7.3,1,1,6,6,1,0,1,6,6,1,1
"28",7.4,4,5,3,3,5,1,5,3,5,4,5
"28",7.5,1,5,7,5,1,0,4,6,4,1,1
"28",8.1,1,1,6,6,2,0,1,6,6,1,2
"28",8.2,1,1,1,2,2,1,5,1,2,5,6
"28",8.3,1,1,6,5,2,0,1,6,5,2,2
"28",8.4,1,5,6,6,1,1,1,5,3,2,1
"28",8.5,1,1,6,7,1,0,1,6,6,1,1
"28",9.1,1,5,4,4,1,0,1,4,4,1,4
"28",9.2,1,1,4,4,1,0,1,4,4,2,2
"28",9.3,1,5,5,4,1,1,2,4,5,1,2
"28",9.4,1,5,5,4,1,1,2,4,4,1,2
"28",9.5,1,60,7,7,1,0,1,7,7,1,1
"28",10.1,1,45,4,4,1,0,2,4,5,2,1
"28",10.2,1,5,4,4,2,1,1,4,6,2,3
"28",10.3,1,55,7,7,1,0,2,7,7,1,1
"28",10.4,1,1,1,7,1,0,1,7,7,1,1
"28",10.5,1,1,3,4,2,1,1,4,3,2,4
"28",11.1,1,90,6,6,1,0,1,6,6,1,1
"28",11.2,1,1,4,4,2,0,1,4,5,1,5
"28",11.3,2,60,6,2,1,0,1,4,3,6,2
"28",11.4,1,1,3,3,2,0,1,3,3,5,5
"28",11.5,1,1,6,6,2,0,1,5,5,1,2
"28",12.1,3,1,2,1,3,0,4,1,2,5,6
"28",12.2,1,1,5,5,1,1,4,4,3,2,5
"28",12.3,1,60,6,6,4,0,2,6,6,1,2
"28",12.4,1,50,7,7,1,0,2,7,7,1,1
"28",12.5,1,0,7,7,1,0,1,7,7,1,1
"28",13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",13.2,1,20,7,7,1,1,4,7,4,1,1
"28",13.3,1,20,5,6,1,0,1,6,6,1,1
"28",13.4,1,1,6,7,1,0,4,7,4,1,1
"28",13.5,1,1,4,6,1,0,1,6,6,1,1
"28",14.1,1,1,4,5,1,1,2,5,4,1,2
"28",14.2,1,7,7,7,3,0,1,7,4,1,1
"28",14.3,1,1,6,7,1,0,2,7,7,1,1
"28",14.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"28",14.5,1,1,6,7,1,0,3,7,6,1,1
"29",1.1,2,30,5,6,1,1,4,6,5,1,4
"29",1.2,1,60,6,5,1,0,2,5,4,1,5
"29",1.3,2,45,5,6,1,1,2,5,5,1,3
"29",1.4,1,1,5,5,1,0,4,5,5,1,4
"29",1.5,1,20,5,5,1,1,3,5,4,1,4
"29",2.1,1,80,5,6,1,1,2,5,6,1,4
"29",2.2,1,60,5,6,1,0,2,6,5,1,4
"29",2.3,1,1,5,6,1,0,1,5,4,1,3
"29",2.4,1,30,6,6,2,0,2,6,6,1,4
"29",2.5,1,1,6,6,1,1,1,5,6,1,2
"29",3.1,1,1,5,6,1,1,3,6,6,1,2
"29",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",3.3,6,90,6,6,1,1,2,6,6,1,3
"29",3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",4.1,1,1,5,6,1,0,2,6,6,1,4
"29",4.2,1,60,5,7,1,1,3,7,6,1,1
"29",4.3,1,1,6,7,2,1,3,6,5,1,2
"29",4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",4.5,1,1,6,7,1,0,2,7,6,1,1
"29",5.1,1,60,6,7,1,0,2,7,5,1,1
"29",5.2,1,50,6,7,1,0,3,6,6,3,3
"29",5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",5.5,1,40,4,7,1,0,1,5,7,1,1
"29",6.1,1,30,4,6,1,1,3,6,6,1,1
"29",6.2,1,60,5,7,2,0,3,5,6,1,1
"29",6.3,1,40,6,6,1,0,3,6,5,1,2
"29",6.4,1,80,5,6,1,0,3,5,4,1,5
"29",6.5,1,60,4,7,1,0,3,6,5,1,2
"29",7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",7.3,1,60,3,5,1,1,2,3,3,7,3
"29",7.4,1,40,5,5,1,0,2,4,5,4,2
"29",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",8.1,1,60,5,6,1,0,1,5,4,1,4
"29",8.2,1,30,5,6,1,1,2,5,4,2,2
"29",8.3,1,50,6,6,1,0,1,6,5,1,2
"29",8.4,1,1,5,5,1,0,1,5,4,3,3
"29",8.5,1,80,6,6,1,0,2,6,6,1,2
"29",9.1,1,60,5,6,1,0,2,6,5,1,3
"29",9.2,1,40,6,6,1,0,2,5,6,1,2
"29",9.3,1,40,5,6,1,1,2,6,6,2,2
"29",9.4,1,NA,6,6,1,0,6,6,6,1,2
"29",9.5,1,30,5,6,1,0,1,6,5,2,1
"29",10.1,1,50,6,7,1,0,3,6,5,2,4
"29",10.2,1,20,6,6,1,0,1,5,6,1,3
"29",10.3,1,30,5,6,1,0,1,6,5,1,2
"29",10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",10.5,1,30,6,6,2,0,2,6,5,1,2
"29",11.1,1,30,4,6,1,0,2,6,6,1,2
"29",11.2,1,30,6,6,1,0,1,6,6,1,2
"29",11.3,2,50,4,7,1,1,3,5,5,1,2
"29",11.4,1,30,5,6,2,0,2,6,5,1,2
"29",11.5,1,30,5,5,1,0,1,5,6,1,2
"29",12.1,1,1,5,6,1,0,2,6,6,2,2
"29",12.2,1,30,6,7,1,0,1,6,6,1,1
"29",12.3,1,30,6,6,1,1,1,6,6,1,1
"29",12.4,1,30,6,6,1,0,1,6,6,1,1
"29",12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",13.1,1,30,5,7,1,1,1,6,6,1,2
"29",13.2,1,40,6,5,1,0,1,6,5,1,1
"29",13.3,1,40,7,6,1,0,1,5,1,1,2
"29",13.4,1,30,5,6,1,0,1,6,5,1,1
"29",13.5,1,40,6,6,1,1,1,6,6,1,1
"29",14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",14.2,1,30,6,6,1,0,2,6,5,1,1
"29",14.3,1,403,6,6,1,0,1,6,6,1,1
"29",14.4,1,30,5,6,1,0,1,7,6,1,1
"29",14.5,1,1,7,7,1,0,1,6,7,1,1
"3",1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1.2,1,1,6,5,1,0,1,3,6,1,1
"3",1.3,1,240,5,5,2,0,1,6,5,1,1
"3",1.4,1,400,5,6,1,0,1,4,5,1,1
"3",1.5,1,480,5,6,1,0,1,6,3,1,1
"3",2.1,1,200,5,5,2,0,1,5,5,1,1
"3",2.2,1,320,4,5,1,0,1,5,5,1,1
"3",2.3,1,420,5,6,1,0,1,6,6,1,1
"3",2.4,1,540,6,6,1,0,1,6,6,1,1
"3",2.5,1,660,5,6,1,0,1,6,6,1,1
"3",3.1,1,280,6,6,1,1,1,5,6,1,1
"3",3.2,1,300,6,6,1,0,1,6,5,1,2
"3",3.3,1,380,6,6,1,0,1,5,6,1,1
"3",3.4,1,600,6,6,1,0,1,6,6,1,1
"3",3.5,1,520,7,7,1,0,1,6,4,1,1
"3",4.1,1,240,7,6,1,0,1,6,4,1,1
"3",4.2,1,240,6,6,1,0,1,6,6,1,1
"3",4.3,1,420,6,6,1,0,1,6,6,1,1
"3",4.4,1,520,5,6,1,0,1,5,6,1,1
"3",4.5,1,600,6,6,1,0,1,6,6,1,1
"3",5.1,1,200,7,6,1,0,1,7,6,2,1
"3",5.2,1,320,6,6,1,1,1,6,6,2,1
"3",5.3,1,540,6,6,1,0,1,6,6,1,1
"3",5.4,1,540,6,6,1,0,1,6,6,1,1
"3",5.5,1,650,6,6,1,0,1,6,6,1,1
"3",6.1,1,230,5,5,1,0,1,5,5,1,2
"3",6.2,1,330,5,5,1,0,2,5,5,1,2
"3",6.3,1,480,6,5,1,1,2,5,4,1,2
"3",6.4,1,540,6,5,1,0,1,6,5,1,2
"3",6.5,1,660,5,5,1,0,1,6,5,1,1
"3",7.1,1,1,5,5,1,1,1,6,5,1,2
"3",7.2,1,1,5,6,1,0,1,6,5,1,1
"3",7.3,1,1,5,5,1,0,1,5,5,1,1
"3",7.4,1,240,5,5,1,0,1,5,5,1,1
"3",7.5,1,360,6,6,1,0,1,6,5,1,1
"3",8.1,1,60,6,6,1,0,1,6,5,1,1
"3",8.2,1,240,6,6,1,0,1,6,6,1,1
"3",8.3,1,330,6,6,1,0,1,6,7,1,1
"3",8.4,1,30,6,6,1,1,1,5,6,1,1
"3",8.5,1,1,6,6,1,0,1,6,6,1,1
